Player,Season,Age,Tm,Lg,G,MP,GS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,All NBA
Jameer Nelson,2017-18,35,TOT,NBA,50,1013,0,4.5,11.6,2.6,5.7,1.9,5.9,0.8,0.9,0.6,4.3,4.9,8.5,1.3,0.2,3.2,3.8,11.7,0.389,0.45,0.331,0.473,0.8,0.489,0
Shabazz Napier,2014-15,23,MIA,NBA,51,1012,10,4.5,11.9,2.3,5.7,2.2,6.2,2.3,2.9,0.9,5.0,5.9,6.8,2.1,0.2,4.2,4.0,13.6,0.382,0.4,0.364,0.476,0.7859999999999999,0.517,0
C.J. Watson,2016-17,32,ORL,NBA,62,1012,9,4.7,12.1,3.1,7.0,1.6,5.1,2.8,3.2,0.8,3.6,4.4,5.6,2.1,0.1,2.3,4.1,13.8,0.387,0.448,0.305,0.452,0.8640000000000001,0.507,0
Greg Stiemsma,2013-14,28,NOP,NBA,55,1007,20,3.6,6.3,3.6,6.3,0.0,0.1,1.0,1.7,3.7,8.0,11.7,1.9,1.8,2.9,2.3,8.7,8.2,0.574,0.579,0.0,0.574,0.594,0.584,0
Ish Smith,2013-14,25,PHO,NBA,70,1006,1,5.9,14.0,5.9,12.9,0.0,1.1,1.1,1.9,1.5,4.9,6.4,8.9,2.4,0.6,3.2,3.3,13.0,0.423,0.457,0.043,0.425,0.564,0.438,0
Vince Carter,2015-16,39,MEM,NBA,60,1005,3,6.8,17.6,3.8,8.9,3.0,8.7,3.6,4.3,1.6,5.9,7.5,2.9,1.9,0.8,1.8,5.2,20.2,0.388,0.425,0.349,0.474,0.833,0.52,0
Luc Mbah a Moute,2013-14,27,TOT,NBA,64,1003,7,4.3,9.5,4.1,8.7,0.2,0.8,2.3,3.3,2.8,4.5,7.2,1.8,1.5,0.7,2.0,3.4,11.1,0.451,0.472,0.235,0.461,0.687,0.503,0
Alfonzo McKinnie,2018-19,26,GSW,NBA,72,1003,5,6.4,13.0,4.4,7.4,2.0,5.6,1.3,2.3,3.8,7.9,11.7,1.5,0.9,0.7,1.4,6.4,16.0,0.487,0.586,0.35600000000000004,0.564,0.563,0.569,0
Tony Parker,2018-19,36,CHO,NBA,56,1003,0,10.3,22.4,9.7,20.0,0.6,2.5,4.4,6.0,0.7,3.3,4.0,10.0,1.0,0.3,3.6,2.6,25.7,0.46,0.485,0.255,0.474,0.7340000000000001,0.512,0
Rashad Vaughn,2015-16,19,MIL,NBA,70,1001,6,4.1,13.5,1.9,6.1,2.2,7.5,0.6,0.8,0.6,3.9,4.5,2.0,1.5,0.8,1.4,3.7,11.0,0.305,0.319,0.293,0.385,0.8,0.398,0
Bobby Portis,2016-17,21,CHI,NBA,64,1000,13,9.2,18.9,7.6,14.1,1.6,4.8,2.0,3.0,3.8,11.1,14.9,1.8,0.8,0.6,1.9,4.7,22.0,0.488,0.541,0.333,0.531,0.6609999999999999,0.545,0
David West,2017-18,37,GSW,NBA,73,999,0,10.4,18.2,10.3,17.8,0.1,0.4,2.9,3.8,3.1,8.4,11.5,6.7,2.3,3.6,3.9,5.8,23.9,0.5710000000000001,0.5760000000000001,0.375,0.575,0.759,0.6,0
Aaron Brooks,2012-13,28,TOT,NBA,53,997,20,7.3,16.2,4.8,9.3,2.6,6.9,2.1,2.7,0.7,3.4,4.1,5.9,1.5,0.5,3.4,4.8,19.3,0.453,0.511,0.373,0.532,0.769,0.555,0
Udonis Haslem,2014-15,34,MIA,NBA,62,995,25,5.7,12.7,5.6,12.2,0.1,0.5,2.4,3.4,3.8,9.9,13.7,2.4,1.1,0.7,2.2,6.0,13.8,0.448,0.459,0.2,0.452,0.703,0.488,0
Reggie Jackson,2012-13,22,OKC,NBA,70,993,0,7.7,16.8,6.5,11.4,1.2,5.4,2.7,3.2,1.1,7.5,8.6,6.3,1.5,0.7,2.7,4.3,19.4,0.458,0.5660000000000001,0.231,0.495,0.8390000000000001,0.531,0
Dwight Powell,2015-16,24,DAL,NBA,69,992,2,7.5,15.2,7.4,14.4,0.1,0.8,5.4,7.3,4.3,9.7,14.0,2.3,1.8,1.2,2.1,6.1,20.5,0.493,0.514,0.125,0.4970000000000001,0.7390000000000001,0.557,0
Darrell Arthur,2014-15,26,DEN,NBA,58,988,4,7.8,19.4,6.5,13.9,1.3,5.6,2.3,3.0,2.7,6.0,8.6,2.9,2.4,1.3,2.4,7.4,19.3,0.404,0.471,0.236,0.438,0.78,0.466,0
Steve Blake,2015-16,35,DET,NBA,58,986,2,4.8,12.3,2.1,4.6,2.7,7.7,0.8,1.0,0.5,4.1,4.6,10.2,1.2,0.3,4.1,3.6,13.0,0.388,0.461,0.344,0.496,0.8,0.51,0
Frank Mason,2017-18,23,SAC,NBA,52,984,2,7.4,19.5,5.8,15.1,1.6,4.4,4.8,5.9,1.5,5.1,6.7,7.6,1.7,0.5,3.3,3.7,21.2,0.379,0.384,0.36,0.42,0.8170000000000001,0.48,0
De'Anthony Melton,2018-19,20,PHO,NBA,50,984,31,4.9,12.4,3.4,7.8,1.4,4.6,1.0,1.4,1.2,5.3,6.5,7.7,3.3,1.1,3.6,5.5,12.1,0.391,0.441,0.305,0.447,0.75,0.466,0
C.J. Miles,2013-14,26,CLE,NBA,51,984,34,9.3,21.4,5.0,10.4,4.3,11.1,3.4,3.9,0.9,4.5,5.4,2.7,2.4,0.8,2.3,5.4,26.4,0.435,0.48,0.393,0.537,0.853,0.569,0
David Nwaba,2018-19,26,CLE,NBA,51,984,14,6.4,13.2,5.1,9.4,1.2,3.8,2.9,4.3,2.1,6.2,8.2,2.7,1.8,0.9,1.5,5.4,16.9,0.481,0.545,0.32,0.527,0.682,0.5579999999999999,0
Dorell Wright,2013-14,28,POR,NBA,68,984,13,5.7,15.3,2.2,4.9,3.5,10.4,2.7,3.5,1.5,8.3,9.8,3.3,1.2,0.8,2.0,3.2,17.6,0.374,0.442,0.342,0.49,0.754,0.524,0
Will Barton,2014-15,24,TOT,NBA,58,983,0,7.7,18.0,6.5,13.7,1.2,4.3,3.8,4.8,1.3,7.0,8.3,4.1,2.5,1.0,3.1,3.6,20.3,0.425,0.474,0.271,0.458,0.787,0.503,0
Shabazz Napier,2018-19,27,BRK,NBA,56,983,2,8.2,21.1,4.5,10.0,3.7,11.0,5.6,6.7,0.9,4.0,4.8,6.9,2.0,0.8,3.2,3.2,25.6,0.389,0.449,0.333,0.476,0.833,0.534,0
Josh Huestis,2017-18,26,OKC,NBA,69,982,10,3.0,9.2,1.4,3.4,1.7,5.8,0.3,1.0,2.1,6.0,8.1,1.0,0.8,2.2,1.3,4.1,8.0,0.33,0.403,0.287,0.42,0.3,0.417,0
Andre Miller,2013-14,37,TOT,NBA,58,982,2,5.4,11.8,4.8,10.7,0.6,1.1,3.1,3.9,1.4,5.2,6.6,10.0,1.7,0.5,3.1,3.8,14.4,0.459,0.452,0.524,0.483,0.779,0.534,0
Marreese Speights,2013-14,26,GSW,NBA,79,982,3,9.9,22.5,9.5,20.9,0.4,1.6,5.6,6.8,5.1,9.6,14.7,1.6,0.5,1.7,3.4,7.5,25.8,0.441,0.455,0.258,0.45,0.821,0.507,0
Markel Brown,2015-16,24,BRK,NBA,62,982,6,6.5,16.5,4.6,10.3,2.0,6.2,3.6,4.8,1.2,5.1,6.3,4.7,2.0,0.8,2.8,4.8,18.6,0.394,0.443,0.314,0.453,0.755,0.5,0
Leandro Barbosa,2014-15,32,GSW,NBA,66,982,1,9.1,19.2,7.0,13.6,2.1,5.6,2.9,3.7,1.1,3.4,4.5,4.9,2.0,0.4,2.2,4.3,23.2,0.474,0.511,0.384,0.53,0.784,0.5579999999999999,0
Taurean Waller-Prince,2016-17,22,ATL,NBA,59,981,10,5.7,14.3,4.1,9.2,1.7,5.1,3.7,4.7,1.3,6.6,7.9,2.8,2.2,1.4,3.1,4.8,16.8,0.4,0.443,0.324,0.458,0.787,0.513,0
Joffrey Lauvergne,2016-17,25,TOT,NBA,70,980,1,7.5,16.9,5.8,12.0,1.7,4.9,2.3,3.7,3.6,9.0,12.6,3.5,1.3,0.3,2.8,4.2,18.9,0.44,0.483,0.337,0.49,0.63,0.509,0
Sebastian Telfair,2012-13,27,TOT,NBA,59,980,2,5.9,16.3,3.1,8.4,2.8,7.9,2.8,3.6,0.7,3.7,4.4,8.1,2.0,0.6,3.4,5.5,17.5,0.362,0.371,0.353,0.448,0.7829999999999999,0.488,0
Tyler Hansbrough,2013-14,28,TOR,NBA,64,978,4,5.0,10.5,5.0,10.4,0.0,0.1,6.7,9.9,6.4,8.9,15.3,0.9,1.5,1.0,2.5,7.1,16.7,0.474,0.479,0.0,0.474,0.6809999999999999,0.562,0
Cristiano Felício,2017-18,25,CHI,NBA,55,977,16,6.3,10.7,6.3,10.6,0.0,0.1,2.7,4.0,4.1,7.5,11.6,2.7,0.8,0.5,2.7,5.2,15.4,0.591,0.596,0.0,0.591,0.667,0.614,0
Kyle Singler,2015-16,27,OKC,NBA,68,977,2,4.4,11.2,2.8,6.3,1.5,4.9,1.5,2.2,2.5,4.6,7.2,1.2,1.5,0.5,1.6,6.1,11.7,0.389,0.452,0.309,0.457,0.659,0.481,0
Denzel Valentine,2016-17,23,CHI,NBA,57,976,0,5.3,14.9,1.5,4.1,3.8,10.7,0.7,0.9,0.6,7.2,7.8,3.3,1.5,0.4,2.5,4.4,15.0,0.354,0.363,0.35100000000000003,0.481,0.778,0.4920000000000001,0
Cole Aldrich,2014-15,26,NYK,NBA,61,976,16,7.8,16.2,7.8,16.2,0.0,0.0,2.7,3.5,5.4,12.8,18.2,4.0,2.0,3.5,3.2,6.6,18.2,0.478,0.478,,0.478,0.7809999999999999,0.513,0
Thabo Sefolosha,2014-15,30,ATL,NBA,52,976,7,5.4,13.0,4.1,9.0,1.3,4.1,2.4,3.0,2.8,8.9,11.7,3.9,2.8,1.1,2.0,3.5,14.6,0.418,0.462,0.321,0.468,0.7759999999999999,0.506,0
Tyler Dorsey,2017-18,21,ATL,NBA,56,974,5,7.2,19.2,3.6,9.2,3.6,10.0,2.3,3.2,0.9,5.7,6.5,4.0,0.9,0.3,1.9,3.2,20.3,0.377,0.393,0.362,0.471,0.7140000000000001,0.494,0
Semaj Christon,2016-17,24,OKC,NBA,64,973,1,3.9,11.2,3.3,8.1,0.6,3.2,0.9,1.6,1.0,3.4,4.4,6.6,1.4,0.4,2.2,4.0,9.2,0.345,0.406,0.19,0.3720000000000001,0.5479999999999999,0.387,0
Ian Clark,2018-19,27,NOP,NBA,60,973,6,7.2,18.3,4.1,8.6,3.2,9.6,1.6,1.8,0.6,3.6,4.3,4.5,1.1,0.4,2.8,4.5,19.2,0.394,0.47,0.327,0.48,0.892,0.502,0
CJ McCollum,2014-15,23,POR,NBA,62,973,3,8.3,19.1,5.4,11.8,2.9,7.3,2.7,3.8,0.7,4.0,4.8,3.4,2.3,0.4,2.5,4.2,22.2,0.436,0.46,0.396,0.511,0.6990000000000001,0.534,0
Thon Maker,2018-19,21,TOT,NBA,64,972,5,5.4,13.3,3.0,5.7,2.4,7.6,2.8,4.2,2.0,8.0,10.0,2.2,1.0,2.5,1.6,5.2,16.0,0.407,0.522,0.32,0.498,0.667,0.53,0
Zaza Pachulia,2017-18,33,GSW,NBA,69,972,57,7.4,13.1,7.4,13.0,0.0,0.0,3.7,4.6,4.4,11.5,15.9,5.4,1.9,0.8,3.6,6.0,18.5,0.564,0.5670000000000001,0.0,0.564,0.8059999999999999,0.612,0
Rashard Lewis,2013-14,34,MIA,NBA,60,971,6,5.3,12.8,2.8,5.5,2.5,7.3,1.4,1.8,1.3,4.7,6.0,3.1,2.9,0.4,1.9,4.9,14.5,0.415,0.51,0.343,0.513,0.7879999999999999,0.535,0
Darrell Arthur,2012-13,24,MEM,NBA,59,970,3,9.1,20.1,8.8,19.1,0.3,1.0,1.8,2.6,3.8,5.7,9.5,1.8,1.3,1.8,2.4,7.1,20.3,0.451,0.46,0.278,0.458,0.7170000000000001,0.477,0
Jimmer Fredette,2012-13,23,SAC,NBA,69,967,0,9.1,21.7,5.7,13.4,3.4,8.3,4.5,5.2,1.0,2.8,3.8,4.9,1.6,0.2,3.6,3.4,26.2,0.421,0.423,0.417,0.5,0.8590000000000001,0.546,0
Shaun Livingston,2018-19,33,GSW,NBA,64,967,0,5.4,10.3,5.4,10.2,0.0,0.1,2.0,2.5,2.1,3.7,5.8,5.6,1.5,1.3,1.9,3.6,12.7,0.519,0.524,0.0,0.519,0.784,0.555,0
Leandro Barbosa,2016-17,34,PHO,NBA,67,963,0,8.6,19.5,6.8,14.6,1.7,4.9,2.0,2.2,0.7,4.4,5.2,4.0,1.5,0.4,2.4,4.1,20.8,0.439,0.466,0.35700000000000004,0.483,0.889,0.509,0
Eric Maynor,2012-13,25,TOT,NBA,64,963,0,5.7,15.2,3.9,10.0,1.8,5.2,2.4,3.4,0.5,2.0,2.5,9.8,1.2,0.1,4.3,3.0,15.7,0.377,0.389,0.354,0.438,0.726,0.472,0
Anthony Tolliver,2012-13,27,ATL,NBA,62,963,11,4.4,11.6,2.0,4.5,2.4,7.2,2.4,2.7,1.7,6.7,8.3,1.7,0.8,0.6,1.9,3.6,13.6,0.38,0.446,0.338,0.484,0.863,0.531,0
Jeff Adrien,2013-14,27,TOT,NBA,53,961,12,7.8,14.9,7.8,14.9,0.0,0.0,4.1,6.5,5.5,11.1,16.6,2.1,1.3,2.0,2.1,5.9,19.7,0.52,0.52,,0.52,0.639,0.5529999999999999,0
Patrick McCaw,2017-18,22,GSW,NBA,57,961,10,4.6,11.3,3.7,7.3,1.0,4.0,1.3,1.7,0.8,3.3,4.1,4.1,2.2,0.5,2.1,3.4,11.5,0.409,0.503,0.238,0.451,0.765,0.477,0
John Henson,2015-16,25,MIL,NBA,57,960,1,8.7,15.4,8.7,15.4,0.0,0.1,3.7,6.2,4.6,7.1,11.7,2.9,1.0,5.8,3.4,7.0,21.1,0.564,0.5660000000000001,0.0,0.564,0.59,0.58,0
Mario Hezonja,2016-17,21,ORL,NBA,65,960,2,6.0,17.0,3.8,9.6,2.2,7.4,2.1,2.6,1.0,6.5,7.5,3.2,1.5,0.8,3.0,3.8,16.4,0.355,0.398,0.299,0.42,0.8,0.45,0
Elie Okobo,2018-19,21,PHO,NBA,53,958,16,5.7,14.5,3.7,7.9,1.9,6.6,1.8,2.3,0.6,4.3,4.9,6.3,1.6,0.3,3.4,5.4,15.2,0.393,0.475,0.295,0.46,0.787,0.489,0
Alexis Ajinça,2014-15,26,NOP,NBA,68,957,8,9.9,18.1,9.9,18.1,0.0,0.0,4.4,5.4,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,0.55,0.55,,0.55,0.818,0.595,0
Ed Davis,2013-14,24,MEM,NBA,63,956,4,8.7,16.2,8.7,16.2,0.0,0.0,2.6,5.0,5.1,9.4,14.5,1.5,0.9,2.4,2.2,6.4,19.9,0.534,0.534,,0.534,0.528,0.542,0
James Johnson,2013-14,26,MEM,NBA,52,956,4,8.0,17.2,6.8,12.3,1.2,4.9,4.2,5.0,3.4,5.9,9.3,6.2,2.3,3.2,3.7,5.7,21.5,0.464,0.5479999999999999,0.253,0.5,0.8440000000000001,0.552,0
Wesley Johnson,2012-13,25,PHO,NBA,50,953,21,8.7,21.3,6.0,13.0,2.7,8.4,1.5,1.9,1.1,5.5,6.6,1.8,1.2,1.0,2.6,3.0,21.5,0.407,0.461,0.32299999999999995,0.47,0.7709999999999999,0.485,0
Donatas Motiejūnas,2013-14,23,HOU,NBA,62,952,3,6.9,15.5,5.8,11.1,1.1,4.4,3.0,5.0,3.1,8.6,11.8,1.8,1.0,1.1,2.6,6.9,17.9,0.443,0.519,0.25,0.478,0.604,0.504,0
Jeff Ayres,2013-14,26,SAS,NBA,73,952,10,5.4,9.2,5.4,9.2,0.0,0.0,2.0,2.9,4.7,9.0,13.7,3.2,0.7,1.3,3.3,7.8,12.7,0.58,0.58,,0.58,0.691,0.605,0
Alexis Ajinça,2013-14,25,NOP,NBA,56,951,30,7.4,13.6,7.4,13.6,0.0,0.1,3.1,3.7,5.1,10.0,15.2,2.2,1.3,2.5,3.4,10.2,18.0,0.546,0.5479999999999999,0.0,0.546,0.836,0.589,0
Willie Green,2014-15,33,ORL,NBA,52,951,2,6.3,16.5,4.1,9.9,2.3,6.5,1.5,1.8,0.8,3.5,4.2,3.7,1.4,0.3,2.6,4.4,16.5,0.386,0.411,0.34700000000000003,0.454,0.8240000000000001,0.477,0
Deyonta Davis,2017-18,21,MEM,NBA,62,943,6,8.6,14.2,8.6,14.2,0.0,0.0,2.0,3.1,4.0,9.4,13.4,2.1,0.8,2.1,1.7,6.7,19.3,0.608,0.608,,0.608,0.667,0.621,0
Jerian Grant,2018-19,26,ORL,NBA,60,939,1,4.8,11.5,2.7,5.7,2.1,5.7,1.4,2.1,1.0,4.1,5.1,8.1,2.3,0.3,2.7,4.1,13.0,0.418,0.473,0.364,0.509,0.65,0.526,0
Lou Amundson,2014-15,32,TOT,NBA,53,937,35,6.1,14.3,6.1,14.3,0.0,0.1,2.3,4.9,5.3,9.8,15.0,3.9,1.2,2.9,3.5,7.1,14.5,0.4270000000000001,0.429,0.0,0.4270000000000001,0.471,0.442,0
Cory Joseph,2013-14,22,SAS,NBA,68,936,19,6.8,14.3,6.2,12.3,0.6,2.1,4.3,5.2,1.7,4.0,5.8,6.2,1.9,0.8,2.3,4.5,18.5,0.475,0.502,0.316,0.498,0.823,0.5579999999999999,0
Daniel Theis,2017-18,25,BOS,NBA,63,936,3,6.7,12.4,5.8,9.3,1.0,3.1,3.3,4.3,4.8,9.8,14.6,3.0,1.6,2.6,3.0,8.4,17.7,0.541,0.617,0.31,0.579,0.753,0.616,0
Michael Beasley,2016-17,28,MIL,NBA,56,935,6,11.7,22.1,10.8,19.7,1.0,2.3,4.2,5.7,2.2,8.3,10.5,2.9,1.5,1.5,3.6,5.0,28.7,0.532,0.545,0.419,0.5539999999999999,0.743,0.584,0
Matt Bonner,2014-15,34,SAS,NBA,72,935,19,5.1,12.6,2.6,5.7,2.5,6.9,1.6,2.0,1.6,4.7,6.3,2.6,0.5,0.7,0.6,3.6,14.5,0.409,0.462,0.365,0.509,0.8109999999999999,0.536,0
Jahlil Okafor,2018-19,23,NOP,NBA,59,935,24,10.5,18.0,10.5,17.7,0.0,0.2,2.9,4.4,4.1,9.7,13.8,2.0,0.7,2.0,2.6,4.8,24.1,0.586,0.591,0.2,0.5870000000000001,0.6629999999999999,0.603,0
Al Jefferson,2016-17,32,IND,NBA,66,931,1,12.6,25.3,12.6,25.3,0.0,0.1,3.5,4.6,4.0,10.9,14.9,3.1,1.0,0.9,1.8,6.7,28.8,0.499,0.5,0.0,0.499,0.765,0.526,0
Chase Budinger,2015-16,27,TOT,NBA,66,929,2,5.5,12.7,4.3,8.1,1.3,4.6,2.1,3.0,2.3,5.7,8.0,3.4,1.7,0.5,2.3,3.3,14.4,0.435,0.523,0.279,0.485,0.696,0.514,0
Dante Cunningham,2018-19,31,SAS,NBA,64,928,21,3.9,8.3,2.4,4.9,1.6,3.4,0.7,0.9,2.5,7.4,9.9,2.6,1.4,0.7,1.2,3.7,10.2,0.475,0.484,0.462,0.57,0.778,0.585,0
James Johnson,2015-16,28,TOR,NBA,57,926,32,6.4,13.4,5.2,9.7,1.1,3.7,2.2,3.8,1.6,5.5,7.0,3.7,1.6,1.8,3.0,4.7,16.0,0.475,0.54,0.303,0.517,0.574,0.532,0
Anthony Morrow,2015-16,30,OKC,NBA,68,926,6,7.3,17.9,3.1,6.9,4.2,10.9,1.6,2.1,0.5,2.8,3.3,1.3,1.2,0.3,0.9,3.4,20.4,0.408,0.442,0.387,0.527,0.7440000000000001,0.5429999999999999,0
Pero Antić,2013-14,31,ATL,NBA,50,925,26,6.7,16.1,3.7,6.7,3.1,9.4,2.7,3.6,3.1,8.3,11.5,3.2,1.0,0.7,3.0,6.9,19.3,0.418,0.545,0.327,0.514,0.758,0.545,0
Chris Singleton,2012-13,23,WAS,NBA,57,924,11,5.2,13.6,4.8,11.6,0.4,2.0,2.3,3.9,2.9,7.5,10.4,2.1,2.1,1.4,2.5,7.0,13.0,0.382,0.415,0.194,0.396,0.5710000000000001,0.425,0
Nando De Colo,2012-13,25,SAS,NBA,72,920,6,5.8,13.3,4.1,8.8,1.7,4.5,1.9,2.4,1.3,6.4,7.6,7.6,2.3,0.3,4.5,4.8,15.3,0.436,0.465,0.378,0.5,0.795,0.53,0
Miles Plumlee,2017-18,29,ATL,NBA,55,918,35,5.6,9.6,5.6,9.6,0.0,0.0,1.4,3.2,4.1,8.0,12.1,2.4,0.9,1.6,3.4,4.2,12.6,0.583,0.583,,0.583,0.45,0.574,0
Thomas Robinson,2015-16,24,BRK,NBA,71,917,7,7.1,16.0,7.1,15.9,0.0,0.1,2.6,6.0,7.5,12.3,19.7,2.5,2.1,2.0,3.8,6.1,16.9,0.447,0.448,0.0,0.447,0.431,0.453,0
José Calderón,2017-18,36,CLE,NBA,57,914,32,5.0,9.9,2.6,4.7,2.4,5.2,1.3,1.6,0.8,3.8,4.5,6.3,1.4,0.1,2.2,4.3,13.7,0.503,0.545,0.464,0.624,0.8,0.643,0
MarShon Brooks,2012-13,24,BRK,NBA,73,912,2,9.2,19.9,8.3,16.6,0.9,3.3,4.1,5.6,1.9,4.3,6.2,4.5,2.0,0.9,4.1,5.5,23.4,0.463,0.5,0.273,0.485,0.7340000000000001,0.523,0
Kent Bazemore,2013-14,24,TOT,NBA,67,911,15,7.9,18.4,5.6,11.6,2.3,6.9,3.6,5.9,0.5,5.8,6.3,4.9,2.3,0.7,4.2,5.5,21.7,0.429,0.484,0.336,0.491,0.606,0.515,0
Kevon Looney,2017-18,21,GSW,NBA,66,910,4,5.9,10.2,5.9,10.0,0.1,0.3,2.2,4.1,4.4,7.0,11.4,2.2,1.8,3.0,1.6,5.6,14.1,0.58,0.59,0.2,0.583,0.545,0.588,0
Matt Bonner,2012-13,32,SAS,NBA,68,909,4,6.3,12.9,3.3,6.2,3.0,6.7,0.6,0.8,1.4,5.8,7.2,2.0,1.0,1.1,0.9,4.8,16.1,0.487,0.536,0.442,0.602,0.733,0.609,0
Daniel Theis,2018-19,26,BOS,NBA,66,908,2,7.7,14.1,6.4,10.6,1.4,3.6,3.0,4.0,4.6,7.3,11.9,3.6,1.1,2.2,1.8,8.5,19.8,0.5489999999999999,0.603,0.388,0.598,0.737,0.624,0
Sasha Vujačić,2015-16,31,NYK,NBA,61,908,25,6.0,15.7,3.1,7.6,2.9,8.1,1.8,2.2,1.5,7.0,8.4,4.8,1.9,0.3,2.5,4.7,16.8,0.383,0.403,0.364,0.477,0.821,0.503,0
Salah Mejri,2016-17,30,DAL,NBA,73,905,11,5.1,7.9,5.0,7.7,0.1,0.2,2.1,3.5,5.6,12.1,17.7,0.8,1.8,3.5,2.3,8.7,12.2,0.642,0.649,0.333,0.6459999999999999,0.59,0.65,0
Glen Davis,2014-15,29,LAC,NBA,74,904,0,6.6,14.3,6.6,14.1,0.0,0.2,3.4,5.3,2.4,7.1,9.5,2.2,2.3,1.2,2.2,7.4,16.5,0.459,0.466,0.0,0.459,0.632,0.495,0
David Lee,2015-16,32,TOT,NBA,55,903,5,9.8,18.5,9.8,18.4,0.0,0.1,3.9,5.1,5.6,11.2,16.8,4.6,1.2,1.5,3.6,6.3,23.5,0.531,0.5329999999999999,0.0,0.531,0.763,0.568,0
John Jenkins,2012-13,21,ATL,NBA,61,902,2,7.5,16.9,4.5,9.0,3.0,7.9,3.4,4.0,1.0,4.4,5.4,3.2,0.7,0.6,2.3,2.1,21.5,0.446,0.5,0.384,0.536,0.843,0.5760000000000001,0
Mike Miller,2012-13,32,MIA,NBA,59,900,17,5.9,13.6,1.6,3.3,4.3,10.3,0.5,0.6,1.1,8.2,9.2,5.8,1.2,0.2,2.1,3.7,16.5,0.433,0.482,0.417,0.591,0.727,0.596,0
Reggie Evans,2013-14,33,TOT,NBA,54,899,20,4.1,8.6,4.1,8.6,0.0,0.0,4.1,7.5,6.6,12.6,19.2,1.2,2.1,0.2,3.3,6.8,12.3,0.473,0.473,,0.473,0.5539999999999999,0.516,0
Cheick Diallo,2018-19,22,NOP,NBA,64,896,1,8.7,14.1,8.7,13.8,0.1,0.2,2.6,3.5,3.9,13.3,17.2,1.7,1.5,1.7,2.5,5.9,20.1,0.62,0.625,0.25,0.622,0.746,0.644,0
Will Barton,2012-13,22,POR,NBA,73,894,5,6.9,18.2,6.4,14.3,0.5,3.8,2.9,3.8,2.1,6.4,8.5,3.4,2.0,0.5,3.5,3.3,17.3,0.382,0.447,0.138,0.396,0.769,0.4370000000000001,0
Anthony Bennett,2014-15,21,MIN,NBA,57,894,3,7.1,16.9,6.7,15.6,0.4,1.3,2.3,3.6,3.0,9.3,12.3,2.7,1.5,0.9,2.0,4.9,16.9,0.421,0.431,0.304,0.433,0.6409999999999999,0.458,0
Aaron Brooks,2016-17,32,IND,NBA,65,894,0,6.8,16.8,4.1,9.6,2.7,7.2,1.8,2.2,1.0,2.9,3.9,7.0,1.4,0.5,3.7,5.2,18.0,0.403,0.424,0.375,0.483,0.8,0.507,0
Sam Dekker,2017-18,23,LAC,NBA,73,883,1,7.0,14.3,6.5,11.0,0.6,3.3,2.0,3.1,2.4,7.2,9.6,2.1,1.3,0.5,1.8,3.9,16.7,0.494,0.593,0.16699999999999998,0.514,0.6609999999999999,0.534,0
Josh Smith,2015-16,30,TOT,NBA,55,880,7,7.2,19.7,4.9,11.6,2.3,8.1,2.1,3.8,2.9,8.0,10.8,5.1,1.9,2.7,4.3,6.7,18.7,0.364,0.417,0.287,0.423,0.552,0.439,0
James Johnson,2012-13,25,SAC,NBA,54,878,11,6.8,16.5,6.7,15.3,0.1,1.2,2.3,3.9,2.9,5.6,8.5,3.4,2.4,2.9,4.0,5.8,16.1,0.413,0.439,0.095,0.417,0.597,0.442,0
Meyers Leonard,2018-19,26,POR,NBA,61,878,2,7.3,13.3,4.5,7.2,2.8,6.1,2.4,2.8,2.7,10.1,12.9,4.1,0.7,0.5,2.4,5.8,19.7,0.545,0.626,0.45,0.649,0.843,0.675,0
Jason Maxiell,2014-15,31,CHO,NBA,61,878,0,4.8,11.3,4.8,11.3,0.0,0.0,2.4,4.2,5.1,6.9,11.9,1.1,1.1,2.6,1.7,5.6,11.9,0.422,0.422,,0.422,0.5770000000000001,0.455,0
Zaza Pachulia,2018-19,34,DET,NBA,68,878,3,4.8,10.8,4.8,10.6,0.0,0.2,5.4,7.0,5.6,9.3,14.9,5.1,1.7,1.0,3.2,8.5,15.0,0.44,0.45,0.0,0.44,0.782,0.539,0
Quincy Acy,2015-16,25,SAC,NBA,59,876,29,6.5,11.7,5.5,9.0,1.0,2.7,2.7,3.7,3.6,6.7,10.3,1.5,1.6,1.3,1.5,5.6,16.8,0.556,0.606,0.388,0.6,0.735,0.629,0
Jason Smith,2012-13,26,NOH,NBA,51,876,0,10.3,21.1,10.3,20.9,0.0,0.2,5.3,6.3,4.0,7.6,11.5,2.1,0.9,2.8,3.4,7.6,26.0,0.49,0.496,0.0,0.49,0.843,0.544,0
Tyson Chandler,2018-19,36,TOT,NBA,55,875,6,3.3,5.3,3.3,5.2,0.0,0.1,2.7,4.6,4.9,11.5,16.4,2.0,1.1,1.2,2.2,5.9,9.2,0.616,0.622,0.0,0.616,0.586,0.63,0
Noah Vonleh,2017-18,22,TOT,NBA,54,875,16,5.9,13.2,4.7,9.5,1.1,3.7,2.0,3.3,3.9,13.6,17.5,1.9,1.1,1.0,1.7,3.8,14.9,0.444,0.5,0.303,0.487,0.621,0.509,0
