Player,Season,Age,Tm,Lg,G,MP,GS,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,All NBA
Wesley Iwundu\iwundwe01,2018-19,24,ORL,NBA,68,1233,13,8.7,0.28800000000000003,0.376,3.2,13.0,8.0,7.9,1.1,1.5,12.1,12.8,107,110,0.5,1.4,1.9,0.073,-3.8,0.6,-3.2,-0.4,0
Ryan Kelly\kellyry01,2014-15,23,LAL,NBA,52,1233,34,8.6,0.434,0.307,1.1,12.4,6.5,10.9,1.2,1.6,9.5,14.0,101,112,0.4,0.3,0.7,0.027000000000000003,-3.0,-0.3,-3.3,-0.4,0
Jonas Jerebko\jerebjo01,2016-17,29,BOS,NBA,78,1232,6,9.3,0.496,0.141,5.4,19.1,12.3,8.1,1.0,1.1,12.3,11.4,109,109,0.8,1.3,2.1,0.08,-2.3,0.0,-2.4,-0.1,0
Rudy Gay\gayru01,2017-18,31,SAS,NBA,57,1231,6,18.0,0.22,0.27,6.8,19.5,13.1,9.8,1.9,2.6,11.5,24.6,106,103,1.0,2.1,3.1,0.122,0.2,0.6,0.8,0.9,0
Ersan İlyasova\ilyaser01,2018-19,31,MIL,NBA,67,1231,7,11.6,0.42,0.19399999999999998,8.2,16.2,12.5,5.5,1.2,1.4,10.4,15.7,112,106,1.2,1.9,3.0,0.11900000000000001,-2.4,0.1,-2.3,-0.1,0
Paul Pierce\piercpa01,2015-16,38,LAC,NBA,68,1231,38,8.2,0.61,0.166,1.1,15.2,8.2,8.5,1.3,1.1,12.0,17.8,93,105,-0.6,1.4,0.9,0.033,-3.0,-0.3,-3.3,-0.4,0
Tony Snell\snellto01,2013-14,22,CHI,NBA,77,1231,12,8.0,0.53,0.122,1.8,9.6,5.7,9.1,1.3,0.9,11.1,14.9,97,104,-0.1,1.7,1.6,0.063,-3.1,0.5,-2.6,-0.2,0
Jonas Jerebko\jerebjo01,2014-15,27,TOT,NBA,75,1230,0,15.0,0.369,0.174,8.0,17.2,12.5,9.0,1.9,1.1,9.7,16.2,114,105,2.0,1.4,3.5,0.135,0.2,0.6,0.9,0.9,0
James Ennis\ennisja01,2018-19,28,TOT,NBA,58,1230,27,11.0,0.531,0.276,5.3,10.9,8.1,4.7,1.6,1.6,9.3,12.7,119,112,1.6,1.0,2.6,0.10300000000000001,-1.4,-0.2,-1.5,0.1,0
Kyle O'Quinn\oquinky01,2016-17,26,NYK,NBA,79,1229,8,20.5,0.040999999999999995,0.201,13.7,24.8,19.2,14.8,1.5,6.9,14.5,18.5,114,105,2.1,1.8,3.9,0.151,0.2,1.7,1.9,1.2,0
John Henson\hensojo01,2014-15,24,MIL,NBA,67,1228,11,18.0,0.0,0.396,11.7,17.4,14.5,7.8,1.2,9.3,17.6,18.1,106,98,1.3,2.4,3.6,0.142,-1.5,2.2,0.7,0.8,0
Justin Anderson\anderju01,2016-17,23,TOT,NBA,75,1228,10,13.9,0.442,0.294,6.2,16.9,11.4,8.8,1.7,1.6,11.7,20.9,104,108,0.6,1.3,1.9,0.07400000000000001,-0.9,-0.4,-1.3,0.2,0
Dante Exum\exumda01,2016-17,21,UTA,NBA,66,1228,26,8.5,0.41,0.201,2.9,9.3,6.2,14.1,0.9,0.8,16.8,18.1,100,109,-0.1,1.3,1.2,0.046,-3.2,-0.1,-3.3,-0.4,0
Jeremy Lamb\lambje01,2015-16,23,CHO,NBA,66,1227,0,15.9,0.355,0.17300000000000001,3.9,18.7,11.2,10.9,1.7,2.0,8.4,22.0,104,103,1.0,1.8,2.7,0.107,0.1,0.7,0.8,0.9,0
D.J. Augustin\augusdj01,2012-13,25,IND,NBA,76,1226,5,11.0,0.6459999999999999,0.337,1.9,6.3,4.1,21.6,1.5,0.2,16.8,15.1,109,104,1.4,1.5,2.8,0.11199999999999999,-0.7,0.1,-0.6,0.5,0
Meyers Leonard\leoname01,2016-17,24,POR,NBA,74,1222,12,8.9,0.563,0.106,2.4,19.1,10.8,8.4,0.5,1.8,8.1,15.5,105,112,0.5,0.8,1.4,0.053,-2.6,-0.6,-3.3,-0.4,0
Jamaal Tinsley\tinslja01,2012-13,34,UTA,NBA,66,1221,32,10.6,0.5429999999999999,0.111,1.6,9.5,5.5,34.1,2.8,0.9,30.2,13.1,96,107,-0.2,1.0,0.9,0.035,-1.8,0.3,-1.5,0.2,0
Jared Dudley\dudleja01,2018-19,33,BRK,NBA,59,1220,25,7.8,0.632,0.192,2.9,10.4,6.7,9.2,1.4,1.0,14.2,10.4,110,111,0.6,1.2,1.8,0.07,-2.9,1.1,-1.8,0.1,0
Will Bynum\bynumwi01,2012-13,30,DET,NBA,65,1219,0,16.6,0.141,0.243,2.6,6.6,4.6,34.8,2.0,0.3,17.3,27.0,103,111,1.2,0.5,1.7,0.067,0.6,-1.6,-1.0,0.3,0
Roger Mason\masonro01,2012-13,32,NOH,NBA,69,1219,13,10.0,0.521,0.141,1.1,12.0,6.5,9.5,1.2,0.8,13.6,14.3,109,112,1.1,0.3,1.4,0.057,-1.3,-0.5,-1.9,0.1,0
Jonas Jerebko\jerebjo01,2018-19,31,GSW,NBA,73,1218,6,13.5,0.53,0.225,6.6,18.1,12.6,10.1,1.1,1.2,9.9,15.2,120,111,2.1,1.2,3.3,0.13,-0.3,-0.4,-0.7,0.4,0
DeJuan Blair\blairde01,2013-14,24,DAL,NBA,78,1214,13,17.3,0.005,0.308,13.3,21.6,17.5,8.9,2.5,1.4,14.7,19.6,110,105,1.8,1.5,3.4,0.133,-1.2,0.1,-1.1,0.3,0
Jamal Crawford\crawfja01,2018-19,38,PHO,NBA,64,1211,0,11.7,0.461,0.251,0.7,7.2,3.9,27.7,1.3,0.8,16.9,20.8,102,119,0.1,0.0,0.2,0.006,-1.1,-2.8,-3.9,-0.6,0
Ronnie Price\pricero01,2015-16,32,PHO,NBA,62,1211,18,9.6,0.649,0.136,2.2,6.8,4.4,17.9,3.0,0.9,17.9,13.7,102,108,0.4,1.0,1.4,0.055999999999999994,-3.2,1.4,-1.8,0.1,0
Jeremy Evans\evansje01,2013-14,26,UTA,NBA,66,1209,4,16.2,0.006,0.226,11.1,18.7,14.8,6.1,1.8,3.0,9.9,15.3,114,109,1.9,1.0,2.8,0.11199999999999999,-0.7,-0.2,-0.9,0.3,0
Chuck Hayes\hayesch01,2012-13,29,SAC,NBA,74,1209,1,10.7,0.005,0.253,10.5,18.2,14.2,13.1,1.3,1.2,17.2,9.4,111,111,1.1,0.4,1.5,0.06,-1.2,-0.2,-1.4,0.2,0
Greg Stiemsma\stiemgr01,2012-13,27,MIN,NBA,76,1209,19,10.5,0.0,0.248,5.6,19.5,12.3,3.9,1.9,5.8,16.1,13.6,95,101,-0.3,2.0,1.7,0.069,-5.1,2.3,-2.8,-0.3,0
Stanley Johnson\johnsst04,2018-19,22,TOT,NBA,66,1208,7,9.6,0.489,0.145,3.0,16.9,9.7,10.6,2.4,1.0,14.7,19.4,94,108,-1.1,1.6,0.5,0.021,-3.1,0.9,-2.2,0.0,0
Corey Brewer\breweco01,2017-18,31,TOT,NBA,72,1208,18,11.2,0.348,0.285,3.8,10.0,6.9,7.5,3.2,1.0,12.1,14.3,107,106,0.7,1.6,2.3,0.091,-3.2,1.9,-1.3,0.2,0
Kendrick Perkins\perkike01,2013-14,29,OKC,NBA,62,1207,62,6.3,0.005,0.34700000000000003,8.0,19.9,14.2,7.6,1.1,2.2,28.8,11.5,88,104,-0.9,1.7,0.8,0.031,-5.0,0.7,-4.2,-0.7,0
Marreese Speights\speigma01,2014-15,27,GSW,NBA,76,1207,9,19.5,0.027999999999999997,0.276,10.1,18.7,14.5,9.9,0.8,2.1,10.2,29.1,108,102,2.2,1.8,4.0,0.158,-0.9,-1.1,-1.9,0.0,0
Mario Hezonja\hezonma01,2018-19,23,NYK,NBA,58,1206,24,10.8,0.32799999999999996,0.24600000000000002,2.4,18.7,10.4,11.5,2.3,0.6,14.6,21.3,94,112,-1.1,1.1,-0.1,-0.003,-3.5,-0.3,-3.8,-0.5,0
Maxi Kleber\klebima01,2017-18,26,DAL,NBA,72,1206,36,13.4,0.414,0.191,6.3,15.6,10.8,6.4,1.1,3.5,8.2,13.7,117,109,1.6,1.2,2.8,0.113,-1.0,0.5,-0.5,0.5,0
Meyers Leonard\leoname01,2012-13,20,POR,NBA,69,1206,9,12.1,0.025,0.321,7.6,17.1,12.3,4.3,0.5,2.4,13.4,13.9,115,110,1.8,0.7,2.4,0.09699999999999999,-2.7,-0.6,-3.3,-0.4,0
Joe Johnson\johnsjo02,2017-18,36,TOT,NBA,55,1205,4,8.1,0.40299999999999997,0.125,1.3,14.7,8.1,10.2,0.7,0.5,11.4,15.9,98,109,-0.3,1.3,1.0,0.04,-2.7,-0.2,-2.9,-0.3,0
Shelvin Mack\macksh01,2016-17,26,UTA,NBA,55,1205,9,10.9,0.315,0.20199999999999999,2.0,9.8,6.0,20.4,1.8,0.2,17.8,19.6,99,107,-0.1,1.5,1.4,0.054000000000000006,-2.5,0.2,-2.3,-0.1,0
Channing Frye\fryech01,2015-16,32,TOT,NBA,70,1200,32,12.9,0.677,0.10099999999999999,3.2,18.6,10.9,8.7,1.2,1.9,10.6,15.1,113,106,1.6,1.3,3.0,0.11900000000000001,0.3,0.5,0.8,0.8,0
Nenê Hilário\hilarne01,2016-17,34,HOU,NBA,67,1198,8,18.9,0.023,0.496,8.6,17.0,12.8,8.6,2.2,2.6,13.1,19.7,118,106,2.5,1.6,4.1,0.165,0.0,0.8,0.8,0.8,0
Steven Adams\adamsst01,2013-14,20,OKC,NBA,81,1197,20,11.2,0.0,0.735,14.1,17.1,15.6,4.9,1.7,3.9,22.5,11.7,108,102,0.9,1.9,2.9,0.114,-3.1,0.9,-2.2,-0.1,0
Pablo Prigioni\prigipa01,2014-15,37,TOT,NBA,67,1197,3,12.2,0.728,0.18,2.8,8.6,5.7,21.5,3.4,0.1,20.1,11.6,111,107,1.3,1.0,2.3,0.092,-1.4,1.3,0.0,0.6,0
Tarik Black\blackta01,2014-15,23,TOT,NBA,63,1196,39,14.7,0.004,0.43200000000000005,12.8,21.4,17.0,5.6,0.8,1.6,12.9,13.8,118,108,2.2,0.9,3.1,0.124,-1.0,-1.1,-2.1,0.0,0
Miles Plumlee\plumlmi01,2014-15,26,TOT,NBA,73,1194,28,13.4,0.0,0.18100000000000002,10.3,19.3,14.8,4.2,1.7,4.3,15.7,12.0,107,103,0.9,1.7,2.6,0.10300000000000001,-1.5,1.0,-0.6,0.4,0
Gary Neal\nealga01,2014-15,30,TOT,NBA,54,1193,1,11.1,0.326,0.268,1.3,11.0,6.0,14.5,1.0,0.1,10.4,23.8,96,109,-0.2,0.8,0.6,0.023,-2.1,-1.3,-3.4,-0.5,0
C.J. Watson\watsocj01,2013-14,29,IND,NBA,63,1193,5,13.0,0.434,0.263,1.9,7.4,4.8,14.4,2.6,0.5,13.9,16.6,107,100,1.1,2.1,3.2,0.13,-1.1,2.3,1.3,1.0,0
Richaun Holmes\holmeri01,2016-17,23,PHI,NBA,57,1193,17,18.6,0.187,0.25,8.7,20.1,14.4,8.3,1.7,3.7,10.7,18.6,117,106,2.2,1.6,3.8,0.151,0.5,0.5,1.0,0.9,0
Carl Landry\landrca01,2014-15,31,SAC,NBA,70,1192,15,14.9,0.0,0.40700000000000003,9.8,15.5,12.8,3.6,0.6,1.1,11.0,18.1,115,111,2.3,0.5,2.8,0.11199999999999999,-0.5,-1.7,-2.3,-0.1,0
Kris Humphries\humphkr01,2012-13,27,BRK,NBA,65,1191,21,13.6,0.006,0.397,12.4,23.9,18.1,4.3,0.7,2.1,13.5,16.3,109,105,1.4,1.3,2.7,0.109,-1.9,-1.0,-3.0,-0.3,0
Nemanja Bjelica\bjeline01,2016-17,28,MIN,NBA,65,1190,1,11.0,0.49700000000000005,0.171,5.5,18.6,12.0,9.6,1.7,1.4,13.4,16.4,105,111,0.6,0.9,1.5,0.059000000000000004,-1.8,0.2,-1.6,0.1,0
Timothé Luwawu-Cabarrot\luwawti01,2016-17,21,PHI,NBA,69,1190,19,8.5,0.446,0.341,2.3,11.5,6.9,9.6,1.3,0.7,15.0,17.8,100,111,0.0,0.8,0.8,0.034,-3.9,-0.7,-4.6,-0.8,0
Willie Green\greenwi01,2012-13,31,LAC,NBA,72,1188,60,11.8,0.43,0.083,1.7,7.9,4.9,7.1,1.3,0.8,7.2,16.6,113,108,1.7,0.9,2.5,0.10300000000000001,-0.2,-0.7,-0.8,0.3,0
Kyle O'Quinn\oquinky01,2013-14,23,ORL,NBA,69,1188,19,16.5,0.008,0.22399999999999998,9.5,25.2,17.3,10.9,1.7,5.8,16.1,18.6,102,101,0.5,2.0,2.5,0.10099999999999999,-2.2,1.9,-0.3,0.5,0
Ramon Sessions\sessira01,2014-15,28,TOT,NBA,64,1188,10,11.1,0.18,0.518,2.3,11.2,6.9,23.0,1.2,0.0,17.3,18.7,100,109,0.4,0.7,1.1,0.044000000000000004,-1.8,-0.9,-2.7,-0.2,0
Derrick Favors\favorde01,2016-17,25,UTA,NBA,50,1186,39,15.8,0.024,0.261,9.2,20.2,14.9,7.9,2.0,2.7,11.4,20.7,104,102,0.5,2.2,2.7,0.109,-1.2,1.2,-0.1,0.6,0
Richaun Holmes\holmeri01,2018-19,25,PHO,NBA,70,1184,4,20.7,0.0,0.479,10.6,20.5,15.5,7.9,1.7,5.6,10.5,17.9,127,111,3.1,1.1,4.3,0.17300000000000001,0.1,0.5,0.6,0.8,0
Troy Daniels\danietr01,2016-17,25,MEM,NBA,67,1183,3,10.4,0.7170000000000001,0.109,2.1,7.8,4.8,6.6,0.9,0.3,8.0,21.7,104,112,0.5,0.8,1.3,0.051,0.2,-1.9,-1.8,0.0,0
Jason Smith\smithja02,2015-16,29,ORL,NBA,76,1181,2,14.6,0.032,0.133,4.9,15.8,10.3,8.6,1.4,4.6,9.7,22.1,100,105,0.4,1.4,1.8,0.07200000000000001,-2.5,0.3,-2.2,-0.1,0
Michael Kidd-Gilchrist\kiddgmi01,2018-19,25,CHO,NBA,64,1179,3,13.3,0.142,0.37,7.9,14.8,11.3,7.4,1.3,2.9,10.0,15.7,115,112,1.5,1.0,2.5,0.1,-2.3,-0.1,-2.4,-0.1,0
Ömer Aşık\asikom01,2015-16,29,NOP,NBA,68,1178,64,11.0,0.0,0.574,10.9,28.7,19.5,3.1,0.9,1.6,19.7,11.4,106,108,0.7,1.0,1.7,0.07,-2.8,-1.0,-3.8,-0.5,0
D.J. Augustin\augusdj01,2015-16,28,TOT,NBA,62,1178,0,13.9,0.48,0.366,0.8,8.0,4.4,25.3,1.6,0.3,17.1,18.0,113,111,2.0,0.6,2.6,0.106,0.6,-1.1,-0.4,0.4,0
Justin Hamilton\hamilju01,2016-17,26,BRK,NBA,64,1177,7,13.6,0.475,0.13699999999999998,6.5,17.0,11.8,7.3,1.2,2.8,9.7,16.2,109,110,1.0,1.0,2.1,0.084,-0.5,-0.3,-0.8,0.4,0
Wilson Chandler\chandwi01,2018-19,31,TOT,NBA,51,1177,33,8.5,0.579,0.092,4.4,14.6,9.7,9.1,1.0,1.4,13.9,11.8,107,112,0.5,1.0,1.5,0.062,-2.3,-0.5,-2.8,-0.2,0
Jonas Jerebko\jerebjo01,2015-16,28,BOS,NBA,78,1176,0,10.3,0.37799999999999995,0.273,6.8,19.4,13.0,7.4,0.8,1.6,14.0,13.5,107,104,0.9,1.5,2.4,0.09699999999999999,-2.0,0.0,-2.0,0.0,0
Ben McLemore\mclembe01,2016-17,23,SAC,NBA,61,1176,26,9.8,0.406,0.222,1.9,10.7,6.3,6.9,1.2,0.5,11.9,20.1,99,114,-0.1,0.5,0.4,0.015,-2.5,-1.7,-4.2,-0.6,0
Andrew Nicholson\nichoan01,2013-14,24,ORL,NBA,76,1174,5,9.9,0.212,0.136,5.1,19.5,12.3,3.5,0.8,1.5,10.3,19.3,95,108,-0.4,1.0,0.6,0.025,-3.9,-1.2,-5.1,-0.9,0
Noah Vonleh\vonleno01,2015-16,20,POR,NBA,78,1174,56,8.6,0.165,0.183,8.4,19.8,14.1,3.7,1.2,1.7,14.3,13.0,98,107,0.0,1.1,1.2,0.047,-3.9,-0.3,-4.2,-0.6,0
Nick Calathes\calatni01,2013-14,24,MEM,NBA,71,1173,7,12.3,0.196,0.23199999999999998,2.3,11.5,6.9,26.5,3.0,0.6,22.8,17.5,97,104,-0.1,1.6,1.5,0.062,-2.5,1.6,-0.9,0.3,0
Amir Johnson\johnsam01,2017-18,30,PHI,NBA,74,1171,18,14.9,0.12300000000000001,0.327,11.8,18.3,15.2,13.9,1.8,3.1,15.6,12.8,121,103,2.1,2.0,4.1,0.16899999999999998,-1.2,2.2,1.0,0.9,0
Frank Jackson\jacksfr01,2018-19,20,NOP,NBA,61,1169,16,9.4,0.37799999999999995,0.163,2.2,9.5,5.9,8.0,1.0,0.1,9.1,18.5,102,117,0.1,0.4,0.4,0.018000000000000002,-2.9,-1.7,-4.6,-0.8,0
Isaiah Taylor\taylois01,2017-18,23,ATL,NBA,67,1167,9,10.9,0.205,0.36200000000000004,2.1,6.9,4.5,27.0,1.4,0.7,15.7,20.1,101,114,0.2,0.5,0.6,0.027000000000000003,-3.1,-1.3,-4.4,-0.7,0
James Johnson\johnsja01,2018-19,31,MIA,NBA,55,1164,33,10.9,0.39299999999999996,0.185,2.0,14.1,8.0,17.0,1.5,2.1,15.3,17.8,102,108,0.0,1.5,1.5,0.062,-2.4,1.1,-1.2,0.2,0
Aron Baynes\baynear01,2016-17,30,DET,NBA,75,1163,2,13.1,0.0,0.337,10.0,21.6,15.6,3.9,0.7,2.8,13.5,14.1,114,106,1.4,1.5,3.0,0.12300000000000001,-3.2,0.5,-2.7,-0.2,0
Brendan Haywood\haywobr01,2012-13,33,CHA,NBA,61,1162,17,8.7,0.005,0.306,12.0,16.7,14.3,3.9,0.7,3.4,16.9,11.5,95,112,-0.2,0.4,0.1,0.006,-4.2,-1.8,-6.0,-1.2,0
Darrell Arthur\arthuda01,2013-14,25,DEN,NBA,68,1161,1,9.4,0.156,0.151,4.8,14.7,9.8,8.0,1.6,3.0,11.7,18.1,94,107,-0.5,1.2,0.7,0.028999999999999998,-4.0,0.8,-3.2,-0.4,0
JaKarr Sampson\sampsja02,2015-16,22,TOT,NBA,73,1160,40,8.3,0.19899999999999998,0.385,4.2,14.0,9.0,6.2,1.0,2.2,15.9,16.6,94,110,-0.5,0.6,0.1,0.006,-4.5,-1.0,-5.4,-1.0,0
Trevor Booker\booketr01,2017-18,30,TOT,NBA,68,1158,7,14.9,0.096,0.271,11.1,18.6,14.9,10.8,1.2,1.5,13.3,16.6,114,108,1.6,1.3,2.9,0.121,-0.6,0.0,-0.6,0.4,0
Trey Lyles\lylestr01,2016-17,21,UTA,NBA,71,1158,4,9.9,0.465,0.18,4.9,18.1,11.7,9.5,1.2,1.4,11.9,21.7,94,106,-0.9,1.6,0.8,0.031,-2.2,0.0,-2.2,-0.1,0
DeShawn Stevenson\stevede01,2012-13,31,ATL,NBA,56,1158,31,8.1,0.7979999999999999,0.08800000000000001,1.8,10.1,6.0,6.5,1.3,0.4,7.8,11.8,104,108,0.5,0.9,1.5,0.061,-2.0,-0.4,-2.4,-0.1,0
Elliot Williams\williel01,2013-14,24,PHI,NBA,67,1157,2,8.7,0.371,0.353,2.7,9.7,6.1,9.4,1.5,0.2,14.9,16.7,98,113,0.0,0.3,0.3,0.013999999999999999,-3.9,-1.7,-5.6,-1.1,0
Garrett Temple\templga01,2012-13,26,WAS,NBA,51,1156,36,8.8,0.31,0.14300000000000002,2.8,9.1,5.9,15.5,2.3,1.2,18.2,13.2,94,104,-0.3,1.5,1.2,0.049,-3.8,1.5,-2.3,-0.1,0
Sindarius Thornwell\thornsi01,2017-18,23,LAC,NBA,73,1156,17,8.2,0.262,0.37799999999999995,3.2,10.0,6.7,7.8,2.0,1.8,16.3,12.1,101,111,0.1,0.9,1.0,0.040999999999999995,-3.4,1.0,-2.4,-0.1,0
Derrick Jones\jonesde02,2018-19,21,MIA,NBA,60,1153,14,14.0,0.281,0.377,8.8,13.3,11.1,4.7,1.9,3.3,10.2,15.6,113,107,1.2,1.7,2.9,0.121,-1.5,1.0,-0.5,0.4,0
Royce O'Neale\onealro01,2017-18,24,UTA,NBA,69,1150,4,10.8,0.415,0.268,2.5,20.6,11.7,12.0,1.6,1.2,14.8,14.6,105,104,0.5,1.8,2.4,0.099,-2.0,1.8,-0.2,0.5,0
Semi Ojeleye\ojelese01,2017-18,23,BOS,NBA,73,1150,0,4.6,0.665,0.218,3.6,11.6,7.7,2.4,0.9,0.3,10.8,9.0,97,107,-0.2,1.3,1.2,0.048,-4.6,-0.1,-4.7,-0.8,0
Brandan Wright\wrighbr03,2012-13,25,DAL,NBA,64,1149,16,21.0,0.006999999999999999,0.23800000000000002,8.4,16.7,12.6,5.6,1.2,5.2,7.1,19.0,119,105,2.8,1.3,4.1,0.172,2.1,0.4,2.5,1.3,0
Kendrick Perkins\perkike01,2014-15,30,TOT,NBA,68,1148,3,7.0,0.004,0.366,8.7,21.2,15.1,6.3,0.7,2.9,26.5,13.6,86,105,-1.2,1.3,0.1,0.006,-5.5,0.1,-5.4,-1.0,0
Ian Mahinmi\mahinia01,2014-15,28,IND,NBA,61,1146,6,10.8,0.0,0.48100000000000004,10.2,24.0,17.2,4.4,1.3,3.1,18.7,12.5,98,100,0.1,2.0,2.1,0.09,-3.6,1.2,-2.5,-0.1,0
Mike Scott\scottmi01,2015-16,27,ATL,NBA,75,1146,0,14.0,0.42,0.168,5.2,14.2,9.8,10.5,1.1,1.2,9.4,17.4,112,104,1.7,1.5,3.2,0.132,-0.1,0.0,-0.1,0.6,0
Ian Mahinmi\mahinia01,2017-18,31,WAS,NBA,77,1145,0,12.2,0.008,0.516,13.4,17.4,15.4,6.6,1.6,3.2,24.7,15.6,107,107,0.8,1.4,2.2,0.09300000000000001,-4.6,0.2,-4.4,-0.7,0
Jeremy Lamb\lambje01,2016-17,24,CHO,NBA,62,1143,5,17.0,0.297,0.263,2.9,22.6,12.7,11.3,1.2,1.8,6.8,23.2,109,108,1.4,1.3,2.7,0.115,0.5,0.1,0.5,0.7,0
Luke Ridnour\ridnolu01,2013-14,32,TOT,NBA,61,1141,14,9.0,0.33,0.08,2.2,7.6,4.8,24.3,1.5,0.6,16.3,16.1,95,112,-0.3,0.4,0.1,0.005,-3.2,-1.1,-4.4,-0.7,0
Brandon Knight\knighbr03,2016-17,25,PHO,NBA,54,1140,5,12.4,0.265,0.293,2.3,9.1,5.6,17.8,1.1,0.4,12.9,25.0,101,116,0.1,0.2,0.3,0.015,-0.8,-2.1,-2.8,-0.2,0
Joe Harris\harrijo01,2016-17,25,BRK,NBA,52,1138,11,9.0,0.61,0.135,1.5,12.0,6.8,7.3,1.2,0.5,12.5,16.5,101,113,0.1,0.6,0.8,0.032,-2.6,-0.9,-3.5,-0.4,0
Ian Clark\clarkia01,2016-17,25,GSW,NBA,77,1137,0,13.1,0.376,0.134,2.3,9.0,5.8,11.2,1.7,0.6,10.7,19.5,108,108,1.0,1.3,2.3,0.099,-1.0,-0.5,-1.5,0.1,0
Alec Burks\burksal01,2012-13,21,UTA,NBA,64,1137,0,11.5,0.237,0.332,3.8,11.2,7.5,13.0,1.6,0.9,14.3,20.7,100,109,0.3,0.7,1.0,0.044000000000000004,-1.9,-0.7,-2.6,-0.2,0
Álex Abrines\abrinal01,2017-18,24,OKC,NBA,75,1134,8,9.0,0.759,0.158,2.5,8.9,5.6,3.4,1.7,0.6,7.4,12.7,116,110,1.3,1.0,2.2,0.094,-1.9,0.4,-1.5,0.1,0
Manu Ginóbili\ginobma01,2015-16,38,SAS,NBA,58,1134,0,17.8,0.41100000000000003,0.257,2.7,11.7,7.3,23.6,3.0,0.8,17.0,23.6,107,98,1.5,2.3,3.8,0.16,1.4,2.2,3.6,1.6,0
Jonas Jerebko\jerebjo01,2017-18,30,UTA,NBA,74,1134,19,13.2,0.46,0.16699999999999998,5.4,19.1,12.3,5.7,1.1,0.9,6.9,15.6,118,106,1.8,1.6,3.4,0.14400000000000002,-0.4,0.4,0.1,0.6,0
Jahlil Okafor\okafoja01,2016-17,21,PHI,NBA,50,1134,33,14.8,0.0,0.335,7.8,15.5,11.7,9.0,0.9,3.4,14.4,24.1,101,110,0.1,1.1,1.2,0.05,-1.9,-0.6,-2.5,-0.1,0
Zaza Pachulia\pachuza01,2012-13,28,ATL,NBA,52,1134,15,13.1,0.012,0.42700000000000005,13.5,20.3,17.0,10.3,1.6,0.8,19.6,14.6,108,104,1.2,1.5,2.7,0.11599999999999999,-2.0,0.2,-1.7,0.1,0
Robert Sacre\sacrero01,2014-15,25,LAL,NBA,67,1133,18,10.9,0.003,0.268,8.4,14.6,11.4,7.4,1.3,3.1,9.5,14.8,100,110,0.3,0.6,0.8,0.035,-2.9,-0.6,-3.5,-0.4,0
Mirza Teletović\teletmi01,2016-17,31,MIL,NBA,70,1133,2,8.8,0.73,0.10800000000000001,1.1,15.4,8.3,6.4,0.5,1.0,7.8,19.1,99,113,-0.1,0.7,0.6,0.025,-1.7,-2.1,-3.8,-0.5,0
Chris Andersen\anderch01,2014-15,36,MIA,NBA,60,1132,20,16.1,0.063,0.551,8.2,23.2,15.9,6.1,1.2,4.6,13.5,12.3,121,103,2.1,1.5,3.6,0.151,0.0,1.0,1.1,0.9,0
Phil Pressey\pressph01,2013-14,22,BOS,NBA,75,1132,11,8.8,0.419,0.17800000000000002,1.9,8.8,5.3,30.8,3.1,0.3,24.2,14.1,89,107,-1.0,1.1,0.1,0.005,-3.8,0.5,-3.3,-0.4,0
JaKarr Sampson\sampsja02,2014-15,21,PHI,NBA,74,1131,32,9.4,0.36700000000000005,0.272,3.2,12.9,7.8,12.0,1.7,1.9,16.4,17.9,93,106,-0.5,1.1,0.6,0.025,-4.2,0.0,-4.2,-0.6,0
Shaun Livingston\livinsh01,2017-18,32,GSW,NBA,71,1129,7,11.6,0.015,0.17800000000000002,3.4,9.2,6.5,16.8,1.5,1.5,13.6,16.6,108,110,0.9,0.9,1.8,0.077,-2.8,-0.4,-3.1,-0.3,0
Nik Stauskas\stausni01,2014-15,21,SAC,NBA,73,1127,1,7.5,0.503,0.21600000000000003,1.1,7.5,4.4,9.0,0.9,1.2,11.0,14.2,100,113,0.3,0.2,0.5,0.021,-2.4,-1.0,-3.3,-0.4,0
Norman Powell\powelno01,2018-19,25,TOR,NBA,60,1126,3,13.3,0.425,0.188,1.6,11.5,6.7,11.6,1.7,1.0,13.1,19.0,110,109,1.0,1.4,2.4,0.102,-0.9,0.2,-0.7,0.4,0
Trey Burke\burketr01,2018-19,26,TOT,NBA,58,1125,8,16.5,0.29,0.226,2.6,6.7,4.6,24.1,1.4,0.5,7.5,24.8,110,116,1.4,0.5,1.9,0.081,1.5,-1.4,0.1,0.6,0
Tyler Ulis\ulisty01,2016-17,21,PHO,NBA,61,1123,15,13.0,0.18100000000000002,0.162,1.9,7.5,4.6,30.5,2.0,0.4,14.1,20.3,102,114,0.3,0.4,0.7,0.028999999999999998,-0.9,-1.4,-2.4,-0.1,0
Lance Stephenson\stephla01,2018-19,28,LAL,NBA,68,1123,3,11.8,0.456,0.16899999999999998,3.0,16.5,9.9,17.3,1.7,0.5,15.6,20.3,101,110,-0.1,1.2,1.1,0.049,-1.6,0.1,-1.5,0.1,0
Mike Scott\scottmi01,2014-15,26,ATL,NBA,68,1123,0,15.1,0.424,0.17,4.7,15.2,10.1,10.9,1.1,0.2,7.4,21.4,108,106,1.6,1.1,2.7,0.115,0.6,-1.1,-0.5,0.4,0
