Player,Season,Age,Tm,Lg,G,MP,GS,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,All NBA
J.J. Redick\redicjj01,2017-18,33,PHI,NBA,70,2116,70,15.9,0.523,0.248,0.5,8.3,4.5,15.1,0.8,0.2,9.6,21.7,119,110,4.8,1.8,6.6,0.15,2.2,-1.1,1.1,1.7,0
Bojan Bogdanović\bogdabo02,2015-16,26,BRK,NBA,79,2115,39,10.7,0.451,0.17600000000000002,1.9,11.8,6.8,7.3,0.7,0.2,12.5,19.4,102,115,0.9,0.0,0.9,0.021,-1.0,-2.6,-3.5,-0.8,0
Deron Williams\willide01,2014-15,30,BRK,NBA,68,2114,55,15.7,0.307,0.313,1.5,11.0,6.3,33.7,1.6,0.6,14.9,22.3,105,109,2.3,1.3,3.6,0.083,1.1,-0.9,0.2,1.2,0
Tony Allen\allento01,2012-13,31,MEM,NBA,79,2109,79,13.2,0.038,0.293,6.6,13.8,10.2,7.6,3.1,1.7,11.5,17.8,102,98,1.0,4.1,5.1,0.115,-2.0,2.4,0.4,1.2,0
Devin Booker\bookede01,2015-16,19,PHO,NBA,76,2108,51,11.9,0.33299999999999996,0.295,1.4,8.4,4.8,15.8,1.0,0.8,14.0,23.0,102,112,1.2,0.7,1.9,0.043,-1.2,-1.7,-2.8,-0.5,0
Bradley Beal\bealbr01,2014-15,21,WAS,NBA,63,2107,59,14.0,0.304,0.195,3.1,9.6,6.4,15.0,1.8,0.7,11.7,22.5,102,105,1.3,2.4,3.7,0.085,-0.1,0.2,0.1,1.1,0
Patty Mills\millspa02,2017-18,29,SAS,NBA,82,2107,36,11.8,0.607,0.17300000000000001,1.4,6.8,4.1,16.0,1.3,0.4,12.6,17.8,109,109,2.0,2.1,4.1,0.09300000000000001,-0.6,-0.4,-1.0,0.5,0
Deron Williams\willide01,2015-16,31,DAL,NBA,65,2106,63,14.6,0.364,0.266,1.0,8.9,5.0,29.3,1.5,0.6,14.8,22.0,105,109,2.2,1.4,3.7,0.083,0.4,-0.7,-0.3,0.9,0
Allen Crabbe\crabbal01,2015-16,23,POR,NBA,81,2105,8,12.2,0.42,0.16699999999999998,1.4,9.7,5.6,7.2,1.5,0.6,8.1,16.4,114,110,3.1,1.2,4.3,0.098,-0.9,-0.1,-1.0,0.5,0
Gordon Hayward\haywago01,2012-13,22,UTA,NBA,72,2104,27,16.8,0.318,0.38,2.8,9.8,6.3,16.7,1.5,1.4,11.7,22.1,113,110,4.2,1.2,5.4,0.12300000000000001,2.5,-0.5,2.0,2.1,0
JaMychal Green\greenja01,2016-17,26,MEM,NBA,77,2101,75,13.5,0.29,0.33399999999999996,8.8,21.1,14.8,6.3,1.2,1.5,14.1,14.4,117,107,3.2,2.6,5.8,0.132,-0.9,0.2,-0.8,0.6,0
Brook Lopez\lopezbr01,2014-15,26,BRK,NBA,72,2100,44,22.7,0.01,0.278,11.5,17.1,14.3,4.5,1.1,4.8,8.6,26.3,112,105,4.7,2.2,7.0,0.159,1.8,-0.7,1.2,1.6,0
DeMar DeRozan\derozde01,2014-15,25,TOR,NBA,60,2100,60,17.4,0.08900000000000001,0.43799999999999994,2.3,12.9,7.6,17.0,1.8,0.4,10.4,28.4,104,109,2.6,1.4,4.0,0.09,0.5,-1.4,-0.9,0.6,0
Paul Pierce\piercpa01,2013-14,36,BRK,NBA,75,2098,68,16.8,0.42100000000000004,0.435,1.5,18.3,9.9,14.5,2.2,1.2,15.3,22.4,109,106,2.9,2.3,5.2,0.11900000000000001,1.3,0.3,1.6,1.9,0
Jared Dudley\dudleja01,2015-16,30,WAS,NBA,81,2098,41,11.7,0.489,0.201,2.8,12.6,7.6,11.4,1.7,0.7,13.1,12.7,114,107,2.6,2.0,4.6,0.105,-0.8,0.7,-0.1,1.0,0
J.J. Redick\redicjj01,2015-16,31,LAC,NBA,75,2097,75,17.5,0.478,0.233,0.5,6.6,3.6,8.6,1.0,0.2,7.4,22.6,118,109,5.3,1.4,6.7,0.154,3.3,-1.1,2.2,2.2,0
Jeff Green\greenje02,2018-19,32,WAS,NBA,77,2097,44,13.6,0.466,0.3,2.9,13.3,8.0,9.2,1.0,1.6,11.5,17.8,115,116,2.8,0.8,3.6,0.083,0.0,-1.4,-1.4,0.3,0
Derrick Rose\rosede01,2015-16,27,CHI,NBA,66,2097,66,13.4,0.14300000000000002,0.171,2.4,8.8,5.6,25.5,1.1,0.5,13.4,27.3,96,110,-0.8,1.2,0.4,0.009000000000000001,-0.6,-1.9,-2.5,-0.3,0
Jarrett Allen\allenja01,2018-19,20,BRK,NBA,80,2096,80,18.5,0.079,0.489,9.6,24.0,16.8,7.9,1.0,4.5,13.0,15.9,123,106,4.4,3.3,7.6,0.175,0.2,1.4,1.6,1.9,0
Jonas Valančiūnas\valanjo01,2014-15,22,TOR,NBA,80,2096,80,20.6,0.002,0.423,11.8,26.3,19.1,3.1,0.8,3.6,12.4,19.1,121,105,5.8,2.4,8.2,0.18899999999999997,1.4,-0.9,0.5,1.3,0
Denzel Valentine\valende01,2017-18,24,CHI,NBA,77,2095,37,12.1,0.513,0.071,2.4,18.3,10.1,17.8,1.5,0.5,11.8,17.5,104,111,1.0,1.5,2.5,0.057,-1.0,0.0,-1.0,0.5,0
Jamal Crawford\crawfja01,2013-14,33,LAC,NBA,69,2094,24,17.3,0.441,0.318,1.9,6.4,4.2,17.4,1.4,0.4,10.5,27.2,110,109,3.8,1.5,5.3,0.122,3.0,-1.4,1.6,1.9,0
Serge Ibaka\ibakase01,2017-18,28,TOR,NBA,76,2093,76,14.7,0.379,0.151,4.3,21.0,12.8,4.4,0.7,3.8,9.7,19.4,109,105,2.1,3.0,5.1,0.11699999999999999,-0.1,0.0,-0.1,1.0,0
Vince Carter\cartevi01,2012-13,36,DAL,NBA,81,2093,3,17.8,0.467,0.261,3.1,14.4,8.9,15.0,1.8,1.6,10.0,23.1,111,106,3.9,2.0,6.0,0.13699999999999998,2.7,0.3,3.1,2.6,0
Terrence Ross\rosste01,2014-15,23,TOR,NBA,82,2092,61,11.2,0.518,0.07400000000000001,1.8,10.7,6.2,6.5,1.3,1.0,8.1,18.3,103,110,1.3,1.0,2.4,0.054000000000000006,-0.1,-1.3,-1.4,0.3,0
Wesley Matthews\matthwe02,2018-19,32,TOT,NBA,69,2091,68,10.3,0.5770000000000001,0.23399999999999999,1.7,7.1,4.4,11.1,1.3,0.7,10.6,17.8,107,113,1.1,1.5,2.7,0.062,-1.4,-0.5,-1.8,0.1,0
Marcus Morris\morrima03,2018-19,29,BOS,NBA,75,2091,53,14.2,0.461,0.205,3.9,19.5,11.7,7.5,1.0,1.1,9.1,20.9,110,109,2.1,2.5,4.5,0.10400000000000001,-0.2,-0.7,-0.9,0.6,0
Jae Crowder\crowdja01,2017-18,27,TOT,NBA,80,2090,47,10.4,0.508,0.221,3.2,11.5,7.4,6.9,1.5,0.9,9.1,17.3,105,111,1.0,1.6,2.6,0.06,-1.9,-0.6,-2.5,-0.3,0
Jusuf Nurkić\nurkiju01,2017-18,23,POR,NBA,79,2088,79,19.2,0.006999999999999999,0.287,10.0,26.9,18.5,11.7,1.5,4.3,14.6,26.4,102,101,0.8,3.9,4.7,0.10800000000000001,-1.1,1.1,0.0,1.1,0
Corey Brewer\breweco01,2014-15,28,TOT,NBA,80,2087,17,13.9,0.292,0.281,4.2,11.7,7.9,13.8,2.7,0.7,12.7,21.6,101,106,1.0,2.1,3.1,0.071,-1.2,0.2,-1.0,0.5,0
Kenneth Faried\farieke01,2014-15,25,DEN,NBA,75,2086,71,18.4,0.011000000000000001,0.391,12.1,22.9,17.3,7.1,1.5,2.1,12.0,20.3,111,106,3.5,2.1,5.6,0.13,0.6,-0.7,-0.1,1.0,0
Nate Robinson\robinna01,2012-13,28,CHI,NBA,82,2086,23,17.4,0.37799999999999995,0.183,1.6,8.6,5.1,31.4,2.2,0.4,12.6,25.1,108,105,3.5,2.4,5.9,0.136,2.5,0.3,2.8,2.5,0
James Johnson\johnsja01,2016-17,29,MIA,NBA,76,2085,5,17.0,0.33299999999999996,0.28,3.5,16.6,10.0,20.9,1.8,3.2,16.5,22.0,107,105,1.9,3.2,5.1,0.11699999999999999,1.1,1.7,2.8,2.5,0
Mason Plumlee\plumlma01,2015-16,25,POR,NBA,82,2084,82,17.2,0.008,0.648,10.4,22.2,16.3,16.2,1.6,3.2,18.8,17.1,112,104,3.4,2.7,6.1,0.14,0.0,1.6,1.5,1.9,0
Bojan Bogdanović\bogdabo02,2016-17,27,TOT,NBA,81,2083,54,13.5,0.46399999999999997,0.28800000000000003,1.9,12.3,7.2,8.7,0.8,0.3,12.1,22.4,108,114,2.0,0.9,2.9,0.067,-0.1,-2.1,-2.2,-0.1,0
Kent Bazemore\bazemke01,2015-16,26,ATL,NBA,75,2083,68,13.4,0.42100000000000004,0.20800000000000002,1.5,18.0,9.9,12.7,2.3,1.4,14.8,20.0,99,100,0.3,3.8,4.1,0.094,-1.2,1.5,0.3,1.2,0
Derrick Rose\rosede01,2016-17,28,NYK,NBA,64,2082,64,17.0,0.061,0.259,3.4,9.3,6.4,22.8,1.1,0.7,11.9,25.7,108,115,2.4,0.6,3.0,0.068,1.0,-2.0,-1.0,0.5,0
J.R. Smith\smithjr01,2014-15,29,TOT,NBA,70,2080,51,13.6,0.564,0.095,1.7,10.4,6.0,15.6,2.1,0.8,11.0,19.3,107,108,2.2,1.5,3.7,0.085,0.7,0.0,0.7,1.5,0
Terrence Jones\joneste01,2013-14,22,HOU,NBA,76,2078,71,19.1,0.142,0.27399999999999997,9.2,18.5,14.1,7.0,1.3,3.5,8.2,18.3,119,105,4.6,2.7,7.3,0.16899999999999998,1.9,0.3,2.2,2.2,0
Dennis Schröder\schrode01,2017-18,24,ATL,NBA,67,2078,67,17.3,0.22899999999999998,0.231,2.4,8.8,5.6,36.2,1.7,0.2,12.7,30.4,104,113,1.5,1.0,2.6,0.059000000000000004,1.2,-1.9,-0.6,0.7,0
Tim Duncan\duncati01,2012-13,36,SAS,NBA,69,2078,69,24.4,0.006999999999999999,0.307,7.3,29.6,19.1,15.5,1.2,6.4,11.7,27.8,107,95,3.4,4.9,8.3,0.191,2.4,2.9,5.3,3.8,1
Blake Griffin\griffbl01,2016-17,27,LAC,NBA,61,2076,61,22.6,0.11599999999999999,0.434,6.2,20.2,13.4,24.5,1.4,0.9,10.9,28.0,115,108,5.4,2.4,7.7,0.179,4.2,0.5,4.7,3.5,0
Gerald Wallace\wallage01,2012-13,30,BRK,NBA,69,2076,68,11.6,0.35600000000000004,0.415,3.9,14.3,9.1,13.3,2.5,1.7,16.9,14.5,101,104,0.6,2.5,3.1,0.07200000000000001,-1.2,1.8,0.7,1.3,0
Marcin Gortat\gortama01,2017-18,33,WAS,NBA,82,2075,82,14.7,0.0,0.29100000000000004,9.9,24.0,17.0,10.6,1.0,2.6,13.5,15.5,112,107,2.4,2.4,4.9,0.113,-0.8,0.3,-0.6,0.8,0
Dion Waiters\waitedi01,2013-14,22,CLE,NBA,70,2072,24,14.0,0.252,0.237,1.7,9.0,5.3,18.2,1.6,0.7,12.3,26.9,99,110,0.3,1.3,1.6,0.037000000000000005,-0.3,-1.2,-1.5,0.3,0
Al-Farouq Aminu\aminual01,2017-18,27,POR,NBA,69,2072,67,12.0,0.5820000000000001,0.13699999999999998,5.2,22.3,13.8,5.8,1.9,1.6,11.3,14.8,105,104,0.9,3.2,4.2,0.09699999999999999,-0.7,1.1,0.4,1.3,0
Kevin Durant\duranke01,2016-17,28,GSW,NBA,62,2070,62,27.6,0.304,0.374,2.2,23.6,13.6,23.1,1.5,3.8,10.4,27.8,125,101,8.0,4.0,12.0,0.278,6.7,2.2,8.9,5.7,1
Darren Collison\collida01,2013-14,26,LAC,NBA,80,2069,35,16.2,0.272,0.32299999999999995,2.6,7.3,5.0,21.9,2.2,0.6,14.3,19.7,113,107,3.8,2.0,5.9,0.136,1.1,0.4,1.5,1.8,0
Andre Iguodala\iguodan01,2014-15,31,GSW,NBA,77,2069,0,12.3,0.42700000000000005,0.23,2.4,10.8,6.7,14.6,2.1,0.9,13.9,13.3,110,103,2.3,2.8,5.1,0.11699999999999999,-0.4,1.4,0.9,1.5,0
Dragan Bender\bendedr01,2017-18,20,PHO,NBA,82,2069,37,7.1,0.665,0.105,2.0,16.8,9.3,8.9,0.5,2.1,18.1,12.7,95,114,-0.7,0.8,0.1,0.001,-2.9,-0.8,-3.7,-0.9,0
Terry Rozier\roziete01,2017-18,23,BOS,NBA,80,2068,16,15.1,0.503,0.18600000000000003,3.4,16.3,9.9,17.5,1.9,0.8,8.5,20.4,109,104,2.2,3.4,5.6,0.13,0.9,1.2,2.1,2.1,0
Mario Chalmers\chalmma01,2012-13,26,MIA,NBA,77,2068,77,13.3,0.569,0.212,1.2,8.6,5.1,19.4,3.0,0.5,17.1,16.1,110,104,2.6,2.5,5.2,0.12,-0.5,0.9,0.4,1.3,0
Emmanuel Mudiay\mudiaem01,2015-16,19,DEN,NBA,68,2068,66,9.9,0.256,0.231,1.7,10.9,6.2,29.0,1.6,1.4,17.9,25.7,88,110,-3.3,1.2,-2.1,-0.049,-2.3,-1.9,-4.2,-1.2,0
Al-Farouq Aminu\aminual01,2012-13,22,NOH,NBA,76,2066,71,13.7,0.04,0.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,101,105,0.7,2.4,3.1,0.073,-1.3,1.2,-0.1,1.0,0
Jerami Grant\grantje01,2015-16,21,PHI,NBA,77,2066,52,12.6,0.244,0.5379999999999999,5.0,14.3,9.5,10.4,1.3,4.7,12.9,18.0,100,108,0.5,1.6,2.1,0.05,-2.1,0.4,-1.7,0.1,0
Jonas Valančiūnas\valanjo01,2016-17,24,TOR,NBA,80,2066,80,20.1,0.003,0.309,12.4,29.1,20.8,4.4,0.9,2.6,11.7,19.5,120,105,4.9,3.0,7.9,0.183,1.1,-0.8,0.3,1.2,0
Draymond Green\greendr01,2018-19,28,GSW,NBA,66,2065,66,12.9,0.391,0.21600000000000003,3.2,20.8,12.4,26.8,2.2,2.8,26.8,13.1,108,106,1.1,3.2,4.3,0.1,-1.3,2.7,1.4,1.8,0
Darren Collison\collida01,2016-17,29,SAC,NBA,68,2063,64,15.3,0.245,0.239,1.3,7.1,4.3,24.5,1.6,0.4,12.6,19.8,113,114,3.1,0.8,3.9,0.091,0.3,-1.2,-0.9,0.6,0
Cory Joseph\josepco01,2018-19,27,IND,NBA,82,2063,9,11.0,0.312,0.078,2.1,12.6,7.5,20.7,2.2,0.9,12.4,13.7,105,107,0.5,2.9,3.5,0.081,-2.1,1.7,-0.4,0.9,0
Danny Green\greenda02,2015-16,28,SAS,NBA,79,2062,79,10.5,0.622,0.08199999999999999,2.7,13.6,8.4,9.3,2.0,2.4,11.4,14.6,99,99,0.2,4.1,4.2,0.099,-1.0,2.1,1.1,1.6,0
Deron Williams\willide01,2013-14,29,BRK,NBA,64,2059,58,17.6,0.374,0.302,0.9,8.9,4.9,32.8,2.4,0.5,15.0,21.8,112,109,3.8,1.5,5.4,0.125,1.9,-0.7,1.2,1.7,0
Danilo Gallinari\gallida01,2018-19,30,LAC,NBA,68,2059,68,21.0,0.42100000000000004,0.45899999999999996,2.9,18.1,10.7,13.2,1.1,0.9,8.5,23.8,125,112,6.4,1.8,8.2,0.191,4.9,-0.5,4.3,3.3,0
Matt Barnes\barnema02,2012-13,32,LAC,NBA,80,2058,4,15.5,0.48100000000000004,0.17300000000000001,6.5,14.5,10.6,9.2,2.1,2.6,11.0,18.1,113,103,3.5,2.8,6.3,0.146,1.1,0.7,1.8,2.0,0
Patrick Beverley\beverpa01,2016-17,28,HOU,NBA,67,2058,67,13.0,0.53,0.175,5.0,15.8,10.4,18.8,2.3,1.0,14.6,14.1,116,108,2.9,2.4,5.3,0.12300000000000001,-0.2,1.4,1.1,1.6,0
Harrison Barnes\barneha02,2012-13,20,GSW,NBA,81,2058,81,11.0,0.231,0.303,2.9,14.5,8.9,7.3,1.3,0.5,12.4,17.7,102,107,0.9,1.9,2.8,0.065,-1.6,-0.1,-1.7,0.1,0
Eric Gordon\gordoer01,2013-14,25,NOP,NBA,64,2057,64,14.9,0.316,0.273,1.7,7.7,4.7,16.6,1.9,0.5,12.8,23.2,105,113,2.0,0.5,2.5,0.057999999999999996,1.0,-1.4,-0.5,0.8,0
Tim Hardaway\hardati02,2018-19,26,TOT,NBA,65,2057,63,13.6,0.48,0.278,1.7,9.8,5.7,12.8,1.3,0.3,8.6,25.4,105,116,1.0,0.9,1.8,0.043,-0.1,-2.0,-2.0,0.0,0
Austin Rivers\riverau01,2017-18,25,LAC,NBA,61,2057,59,12.6,0.447,0.198,1.5,6.2,3.9,17.5,1.7,0.6,11.1,20.6,105,113,1.4,1.0,2.4,0.055999999999999994,-0.3,-0.9,-1.2,0.4,0
Jeremy Lin\linje01,2013-14,25,HOU,NBA,71,2054,33,14.3,0.34600000000000003,0.4,2.0,7.8,5.1,22.3,1.7,1.0,18.4,20.4,109,109,2.8,1.6,4.4,0.10300000000000001,0.2,-0.4,-0.2,0.9,0
Austin Rivers\riverau01,2016-17,24,LAC,NBA,74,2054,29,11.4,0.409,0.261,1.1,7.5,4.4,15.0,1.2,0.4,12.4,20.3,105,112,1.2,1.3,2.5,0.059000000000000004,-1.2,-1.0,-2.2,-0.1,0
Tony Snell\snellto01,2017-18,26,MIL,NBA,75,2053,59,8.5,0.631,0.113,0.5,7.5,4.0,6.5,1.1,1.2,7.5,10.6,113,114,1.6,0.7,2.4,0.055999999999999994,-1.5,-0.8,-2.3,-0.1,0
Emeka Okafor\okafoem01,2012-13,30,WAS,NBA,79,2052,77,15.8,0.0,0.278,10.7,26.8,18.7,7.9,1.1,3.0,12.2,19.5,100,99,0.7,3.7,4.5,0.10400000000000001,-1.0,0.3,-0.7,0.7,0
Tyler Johnson\johnsty01,2017-18,25,MIA,NBA,72,2052,39,13.0,0.456,0.18100000000000002,1.9,11.7,6.8,12.4,1.5,1.4,9.5,18.6,109,108,1.9,2.3,4.2,0.09699999999999999,-0.5,0.2,-0.3,0.9,0
Dennis Smith\smithde03,2017-18,20,DAL,NBA,69,2049,69,12.8,0.331,0.188,2.6,11.8,7.0,29.5,1.7,0.8,14.9,28.9,93,110,-2.4,1.7,-0.7,-0.017,-1.2,-1.2,-2.4,-0.2,0
Joakim Noah\noahjo01,2014-15,29,CHI,NBA,67,2049,67,15.3,0.005,0.40700000000000003,11.9,22.1,17.1,23.0,1.2,2.6,19.6,13.7,109,102,2.4,3.1,5.6,0.13,0.1,2.0,2.1,2.1,0
Kevin Huerter\huertke01,2018-19,20,ATL,NBA,75,2048,59,10.1,0.537,0.085,3.0,9.7,6.3,14.5,1.5,1.1,13.8,15.7,106,116,0.7,0.7,1.5,0.034,-1.6,-0.8,-2.4,-0.2,0
Kyrie Irving\irvinky01,2012-13,20,CLE,NBA,59,2048,59,21.4,0.261,0.271,1.8,10.8,6.1,32.7,2.3,0.8,13.8,30.2,108,110,4.2,1.1,5.3,0.125,4.3,-0.7,3.7,3.0,0
Jeremy Lin\linje01,2015-16,27,CHO,NBA,78,2048,13,13.8,0.31,0.401,2.2,11.4,6.8,18.6,1.4,1.7,14.9,22.2,102,106,1.3,2.3,3.5,0.08199999999999999,-1.0,0.0,-0.9,0.5,0
T.J. Warren\warretj01,2016-17,23,PHO,NBA,66,2048,59,15.6,0.12,0.18899999999999997,6.5,11.7,9.0,5.8,1.8,1.5,6.1,19.2,113,113,3.0,1.1,4.1,0.096,0.1,-0.7,-0.6,0.7,0
DeAndre Jordan\jordade01,2018-19,30,TOT,NBA,69,2047,69,19.0,0.0,0.5920000000000001,11.7,35.2,23.5,11.6,1.0,3.0,21.4,15.0,122,106,4.0,3.1,7.1,0.16699999999999998,0.8,1.3,2.1,2.1,0
Kristaps Porziņģis\porzikr01,2015-16,20,NYK,NBA,72,2047,72,17.7,0.27399999999999997,0.271,7.1,20.7,14.0,7.9,1.3,5.0,10.9,24.6,103,103,1.5,2.9,4.4,0.102,0.6,0.3,0.9,1.5,0
Cory Joseph\josepco01,2015-16,24,TOR,NBA,80,2046,4,12.4,0.188,0.297,2.2,9.4,5.9,19.3,1.6,0.8,13.4,17.0,106,108,1.8,1.7,3.5,0.08199999999999999,-1.1,-0.1,-1.2,0.4,0
Jameer Nelson\nelsoja01,2016-17,34,DEN,NBA,75,2045,39,11.5,0.452,0.10400000000000001,1.5,8.8,5.2,26.0,1.3,0.3,16.8,15.8,111,115,2.3,0.5,2.8,0.066,-0.8,-1.2,-2.0,0.0,0
Timofey Mozgov\mozgoti01,2014-15,28,TOT,NBA,81,2045,80,16.6,0.011000000000000001,0.382,11.0,21.4,16.1,4.3,0.8,3.7,14.9,16.9,113,105,3.5,2.2,5.7,0.133,-0.6,-0.1,-0.7,0.7,0
Marcus Morris\morrima03,2014-15,25,PHO,NBA,81,2045,35,13.7,0.41,0.14800000000000002,3.9,16.9,10.3,10.2,1.5,0.6,8.2,19.0,107,107,2.2,1.8,4.0,0.09300000000000001,0.1,0.0,0.1,1.1,0
Al-Farouq Aminu\aminual01,2013-14,23,NOP,NBA,80,2045,65,13.2,0.09699999999999999,0.27699999999999997,7.2,21.2,14.1,8.4,2.1,1.6,13.7,14.3,105,108,1.3,1.8,3.1,0.07200000000000001,-0.9,0.3,-0.6,0.7,0
Willie Cauley-Stein\caulewi01,2017-18,24,SAC,NBA,73,2044,58,17.6,0.016,0.32,7.0,22.0,14.2,13.7,1.9,3.1,11.0,21.8,106,108,1.7,2.2,3.9,0.092,-0.4,0.3,-0.1,1.0,0
Jason Kidd\kiddja01,2012-13,39,NYK,NBA,76,2043,48,13.5,0.795,0.11699999999999999,2.8,16.2,9.3,17.8,3.3,1.1,15.0,11.6,114,103,2.6,2.8,5.4,0.128,0.6,2.7,3.3,2.7,0
Ish Smith\smithis01,2017-18,29,DET,NBA,82,2043,35,15.4,0.126,0.145,1.4,10.9,6.1,28.4,1.6,0.9,11.2,20.8,109,109,2.4,2.0,4.4,0.102,-0.3,0.3,0.0,1.0,0
Harrison Barnes\barneha02,2015-16,23,GSW,NBA,66,2042,59,12.3,0.33799999999999997,0.212,4.3,12.4,8.6,7.8,1.0,0.4,7.6,15.9,114,107,3.1,1.9,4.9,0.11599999999999999,-0.2,-1.1,-1.3,0.3,0
Patrick Beverley\beverpa01,2015-16,27,HOU,NBA,71,2041,63,13.0,0.522,0.14800000000000002,3.9,9.6,6.8,17.9,2.3,1.1,12.6,15.3,114,110,3.1,1.3,4.4,0.102,0.0,0.1,0.2,1.1,0
Wayne Ellington\ellinwa01,2017-18,30,MIA,NBA,77,2041,2,12.5,0.8270000000000001,0.111,1.3,10.7,6.0,5.9,1.3,0.3,6.6,17.3,113,110,2.6,1.9,4.5,0.105,1.0,-0.6,0.4,1.2,0
Jared Sullinger\sullija01,2013-14,21,BOS,NBA,74,2041,44,16.4,0.231,0.226,13.0,20.6,16.7,10.1,0.9,1.8,10.7,24.1,105,107,1.9,2.0,3.9,0.091,0.1,-1.5,-1.4,0.3,0
Kawhi Leonard\leonaka01,2018-19,27,TOR,NBA,60,2040,60,25.8,0.267,0.377,4.2,18.6,11.6,16.4,2.5,1.0,8.4,30.3,119,105,6.1,3.4,9.5,0.22399999999999998,6.1,1.1,7.2,4.7,1
Andre Iguodala\iguodan01,2013-14,30,GSW,NBA,63,2040,63,13.7,0.382,0.28800000000000003,2.9,12.6,7.8,18.2,2.3,0.7,16.2,13.3,113,103,2.7,3.1,5.8,0.135,-0.1,2.4,2.3,2.2,0
Garrett Temple\templga01,2018-19,32,TOT,NBA,75,2040,55,8.5,0.535,0.217,1.5,10.2,5.8,7.4,1.8,1.4,11.5,13.2,103,111,0.3,2.0,2.2,0.052000000000000005,-3.3,0.5,-2.8,-0.4,0
Nikola Jokić\jokicni01,2016-17,21,DEN,NBA,73,2038,59,26.3,0.163,0.267,11.6,27.2,19.5,28.8,1.5,2.1,15.2,23.5,126,109,7.7,2.0,9.7,0.228,5.9,1.4,7.3,4.8,0
Donatas Motiejūnas\motiedo01,2014-15,24,HOU,NBA,71,2037,62,14.4,0.19,0.237,7.4,15.4,11.4,10.8,1.4,1.3,13.7,19.1,107,105,2.4,2.3,4.7,0.11,-0.4,-0.1,-0.5,0.8,0
Nikola Vučević\vucevni01,2015-16,25,ORL,NBA,65,2037,60,21.1,0.009000000000000001,0.14300000000000002,9.3,22.2,15.7,15.9,1.3,2.8,10.0,26.8,106,105,2.8,2.4,5.2,0.122,1.9,0.0,1.9,2.0,0
Ray Allen\allenra02,2012-13,37,MIA,NBA,79,2035,0,14.7,0.51,0.243,2.6,10.1,6.6,10.2,1.7,0.6,12.5,19.3,112,107,3.4,1.9,5.4,0.126,1.1,-0.8,0.3,1.2,0
Kentavious Caldwell-Pope\caldwke01,2018-19,25,LAL,NBA,82,2035,23,12.9,0.575,0.209,2.5,9.4,6.0,7.5,1.7,0.5,7.3,18.1,113,112,2.3,1.8,4.0,0.095,-0.3,-0.1,-0.5,0.8,0
Brandon Knight\knighbr03,2014-15,23,TOT,NBA,63,2035,61,17.1,0.361,0.251,1.6,12.0,6.8,27.4,2.3,0.4,16.1,25.9,103,104,2.0,2.5,4.5,0.106,1.9,-0.3,1.6,1.9,0
Marvin Williams\willima02,2014-15,28,CHO,NBA,78,2035,37,11.8,0.535,0.17600000000000002,3.1,18.2,10.4,7.8,1.8,1.4,10.1,13.3,106,103,1.5,2.9,4.3,0.102,-1.4,1.4,0.0,1.0,0
Clint Capela\capelca01,2017-18,23,HOU,NBA,74,2034,74,24.5,0.001,0.38,13.5,30.8,22.2,5.7,1.4,5.7,11.5,19.4,126,101,6.2,4.1,10.2,0.242,2.4,1.0,3.4,2.8,0
Evan Turner\turneev01,2017-18,29,POR,NBA,79,2034,40,9.9,0.22899999999999998,0.185,1.6,11.4,6.5,12.4,1.1,1.2,13.7,15.6,103,109,0.5,2.1,2.6,0.061,-2.9,0.4,-2.5,-0.3,0
Andrei Kirilenko\kirilan01,2012-13,31,MIN,NBA,64,2034,64,17.6,0.214,0.446,5.6,15.1,10.2,14.4,2.4,2.4,15.1,17.4,113,104,3.4,2.6,6.0,0.142,1.8,1.8,3.5,2.9,0
Kawhi Leonard\leonaka01,2014-15,23,SAS,NBA,64,2033,64,22.0,0.23399999999999999,0.307,4.8,20.6,12.9,13.0,3.7,1.8,9.4,23.0,113,96,4.2,4.4,8.6,0.204,2.8,3.1,5.9,4.1,0
Tyler Zeller\zellety01,2012-13,23,CLE,NBA,77,2033,55,11.0,0.006999999999999999,0.281,8.7,16.7,12.5,7.4,0.9,2.8,13.1,15.9,102,110,0.8,1.2,2.0,0.048,-3.1,-0.9,-4.0,-1.0,0
Langston Galloway\gallola01,2015-16,24,NYK,NBA,82,2033,7,11.7,0.381,0.19399999999999998,2.3,13.0,7.7,15.7,1.9,0.8,8.7,15.6,105,108,1.4,1.8,3.3,0.077,-1.7,0.7,-1.0,0.5,0
Seth Curry\curryse01,2016-17,26,DAL,NBA,70,2029,42,15.5,0.45799999999999996,0.142,1.4,9.3,5.1,16.0,2.0,0.3,11.0,19.5,113,110,2.9,1.7,4.6,0.11,0.8,0.4,1.2,1.7,0
Jonathon Simmons\simmojo02,2017-18,28,ORL,NBA,69,2029,50,12.7,0.268,0.317,3.3,9.7,6.5,13.3,1.4,0.6,14.4,22.0,103,113,0.8,1.1,1.9,0.045,-1.7,-1.3,-3.1,-0.5,0
